rpmainid,Stop Date,Stop Time,Day of the Week,Age,Race,Sex,Street Number,Street Name,Police Beat
45605,03/17/2019 12:00:00 AM,1822,Sun,55,White,Male,1900,DEMPSTER ST/DODGE AV,74
45604,03/17/2019 12:00:00 AM,1812,Sun,47,Black,Female,1000,MADISON ST/RIDGE AV,
45603,03/17/2019 12:00:00 AM,1737,Sun,62,White,Male,1900,GREEN BAY RD/EMERSON ST,77
45602,03/17/2019 12:00:00 AM,1756,Sun,28,Black,Female,1000,DAVIS ST/MAPLE AV,73
45601,03/17/2019 12:00:00 AM,1703,Sun,35,Asian,Female,1600,BENSON AV,73
45590,03/17/2019 12:00:00 AM,55,Sun,29,Black,Male,1000,CHICAGO AV/LEE ST,72
45600,03/17/2019 12:00:00 AM,1622,Sun,86,Black,Male,800,DAVIS ST,73
45599,03/17/2019 12:00:00 AM,1611,Sun,73,White,Male,1100,CHICAGO AV,72
45598,03/17/2019 12:00:00 AM,1604,Sun,32,White,Male,,OAKTON ST/FLORENCE AV,
45597,03/17/2019 12:00:00 AM,1450,Sun,41,White,Female,,RIDGE AV/DEMPSTER ST,73
45589,03/17/2019 12:00:00 AM,36,Sun,55,White,Male,1500,CHICAGO AV/GROVE ST,73
45588,03/17/2019 12:00:00 AM,1,Sun,48,White,Female,1900,CENTRAL ST/PRAIRIE AV,75
45621,03/17/2019 12:00:00 AM,1639,Sun,69,White,Male,1300,OAKTON ST/ASBURY AV,71
45633,03/17/2019 12:00:00 AM,102,Sun,17,Black,Male,300,DODGE AV,71
45634,03/17/2019 12:00:00 AM,1555,Sun,37,Black,Male,800,CHICAGO AV,72
45635,03/17/2019 12:00:00 AM,1540,Sun,25,White,Male,900,CHICAGO AV,72
45636,03/17/2019 12:00:00 AM,1544,Sun,19,White,Female,1300,OAKTON ST/ASBURY AV,71
45667,03/17/2019 12:00:00 AM,1607,Sun,33,White,Female,1900,MAIN ST,71
45637,03/17/2019 12:00:00 AM,1814,Sun,37,White,Male,1400,ASBURY AV/GREENWOOD ST,74
45641,03/17/2019 12:00:00 AM,1619,Sun,34,White,Male,1600,OAKTON ST/FLORENCE AV,71
45620,03/17/2019 12:00:00 AM,1521,Sun,58,White,Female,900,DEMPSTER ST,73
45617,03/17/2019 12:00:00 AM,2246,Sun,52,White,Male,,CHURCH ST/OAK AV,
45644,03/17/2019 12:00:00 AM,1712,Sun,50,White,Female,1700,OAKTON ST/DEWEY AV,71
45648,03/17/2019 12:00:00 AM,103,Sun,30,White,Male,400,CHURCH ST/JUDSON AV,
45651,03/17/2019 12:00:00 AM,50,Sun,52,Asian,Male,1300,EMERSON ST,77
45649,03/17/2019 12:00:00 AM,843,Sun,56,Black,Male,900,FOWLER AV,74
45652,03/17/2019 12:00:00 AM,1743,Sun,25,White,Female,1100,NOYES ST/RIDGE AV,76
45653,03/17/2019 12:00:00 AM,2,Sun,53,White,Male,1200,CHICAGO AV/HAMILTON ST,73
45654,03/17/2019 12:00:00 AM,1908,Sun,20,White,Female,1900,OAKTON ST/DODGE AV,71
45616,03/17/2019 12:00:00 AM,1442,Sun,43,White,Male,1400,RIDGE AV/LAKE ST,73
45664,03/17/2019 12:00:00 AM,727,Sun,22,Hispanic,Female,1600,JUDSON AV/DAVIS ST,73
45685,03/17/2019 12:00:00 AM,17,Sun,36,White,Male,900,CHURCH ST/BENSON AV,76
45686,03/17/2019 12:00:00 AM,1419,Sun,68,White,Male,600,GREENWOOD ST,73
45687,03/17/2019 12:00:00 AM,1440,Sun,56,White,Male,1800,RIDGE AV,77
45596,03/17/2019 12:00:00 AM,1452,Sun,74,White,Female,1000,CHURCH ST,
45665,03/17/2019 12:00:00 AM,1407,Sun,23,Asian,Male,1500,CHICAGO AV,73
45608,03/17/2019 12:00:00 AM,1829,Sun,53,Asian,Female,800,CHURCH ST/SHERMAN AV,76
45609,03/17/2019 12:00:00 AM,1843,Sun,31,Black,Male,,MCCORMICK/HOWARD,
45610,03/17/2019 12:00:00 AM,1900,Sun,60,White,Male,400,DODGE AV/KIRK ST,71
45611,03/17/2019 12:00:00 AM,1718,Sun,24,Black,Male,100,RIDGE AV/HOWARD ST,78
45666,03/17/2019 12:00:00 AM,1556,Sun,19,Black,Female,1400,OAKTON ST/WESLEY AV,71
45679,03/17/2019 12:00:00 AM,1456,Sun,57,White,Female,,RIDGE AV/DEMPSTER ST,73
45668,03/17/2019 12:00:00 AM,1850,Sun,25,White,Female,1900,OAKTON ST/DODGE AV,71
45595,03/17/2019 12:00:00 AM,1432,Sun,44,White,Male,,RIDGE/GROVE N800381,
45594,03/17/2019 12:00:00 AM,1044,Sun,37,Black,Male,1100,HOWARD ST,
45627,03/16/2019 12:00:00 AM,734,Sat,67,White,Male,1500,SIMPSON ST,77
45691,03/16/2019 12:00:00 AM,2248,Sat,25,White,Male,300,SHERIDAN RD,72
45690,03/16/2019 12:00:00 AM,2121,Sat,58,White,Male,2700,GREEN BAY RD/LIVINGSTON ST,75
45684,03/16/2019 12:00:00 AM,2350,Sat,42,White,Female,700,CHICAGO AV,72
45626,03/16/2019 12:00:00 AM,26,Sat,25,Black,Male,,W HOWARD ST/N WESTERN AV,
45625,03/16/2019 12:00:00 AM,1535,Sat,57,White,Female,1200,LAKE ST/RIDGE AV,73
45579,03/16/2019 12:00:00 AM,1639,Sat,54,Black,Male,1200,LAKE ST/RIDGE AV,73
45578,03/16/2019 12:00:00 AM,1654,Sat,28,White,Male,900,CLARK ST/BENSON AV,76
45577,03/16/2019 12:00:00 AM,1702,Sat,43,White,Female,1700,ORRINGTON AV/CHURCH ST,73
45576,03/16/2019 12:00:00 AM,1729,Sat,30,White,Female,100,ASBURY AV/HOWARD ST,71
45575,03/16/2019 12:00:00 AM,1851,Sat,47,Black,Male,600,SOUTH BL/CHICAGO AV,72
45574,03/16/2019 12:00:00 AM,1751,Sat,79,Black,Male,1900,EMERSON ST/DODGE AV,77
45573,03/16/2019 12:00:00 AM,1550,Sat,21,White,Female,1200,LAKE ST/RIDGE AV,73
45572,03/16/2019 12:00:00 AM,1535,Sat,25,White,Male,1800,LAKE ST/DARROW AV,74
45677,03/16/2019 12:00:00 AM,1616,Sat,31,White,Male,1000,MAIN ST/MAPLE AV,72
45676,03/16/2019 12:00:00 AM,1812,Sat,31,White,Male,1100,CHURCH ST/OAK AV,76
45675,03/16/2019 12:00:00 AM,1618,Sat,62,White,Male,1200,GREENLEAF ST/RIDGE AV,73
45674,03/16/2019 12:00:00 AM,2310,Sat,32,White,Male,400,DODGE AV/KIRK ST,71
45673,03/16/2019 12:00:00 AM,24,Sat,45,Hispanic,Male,1300,DEMPSTER ST/ASBURY AV,74
45672,03/16/2019 12:00:00 AM,1951,Sat,23,White,Male,800,ASBURY AV,71
45671,03/16/2019 12:00:00 AM,52,Sat,31,White,Male,7500,N RIDGE AV,78
45670,03/16/2019 12:00:00 AM,1,Sat,20,Asian,Female,,RIDGE AV/GRANT ST,76
45663,03/16/2019 12:00:00 AM,2350,Sat,42,White,Male,1600,CHICAGO AV,73
45662,03/16/2019 12:00:00 AM,2307,Sat,27,Black,Female,9500,N PRAIRIE ST,
45661,03/16/2019 12:00:00 AM,1737,Sat,52,White,Female,100,FLORENCE AV/HOWARD ST,
45660,03/16/2019 12:00:00 AM,1713,Sat,30,White,Male,1000,DAVIS ST/MAPLE AV,73
45659,03/16/2019 12:00:00 AM,1831,Sat,41,White,Male,1300,WILDER ST/ASBURY AV,74
45658,03/16/2019 12:00:00 AM,1633,Sat,39,Black,Male,1400,ASBURY AV/GREENWOOD ST,74
45657,03/16/2019 12:00:00 AM,126,Sat,25,White,Female,800,CHICAGO AV/KEDZIE ST,72
45650,03/16/2019 12:00:00 AM,2029,Sat,30,White,Male,700,DAVIS ST/ORRINGTON AV,73
45647,03/16/2019 12:00:00 AM,2313,Sat,26,White,Male,500,MICHIGAN AV/SOUTH BL,72
45646,03/16/2019 12:00:00 AM,904,Sat,25,White,Male,1600,ASBURY AV/DAVIS ST,74
45645,03/16/2019 12:00:00 AM,1759,Sat,70,White,Female,,ASBURY AV/MULFORD ST,
45640,03/16/2019 12:00:00 AM,2159,Sat,17,White,Female,1400,RIDGE AV/GREENWOOD ST,73
45639,03/16/2019 12:00:00 AM,1604,Sat,35,Black,Male,1200,GREENLEAF ST/RIDGE AV,73
45638,03/16/2019 12:00:00 AM,1748,Sat,53,White,Male,1900,MULFORD ST/DODGE AV,71
45632,03/16/2019 12:00:00 AM,2300,Sat,26,White,Male,600,SHERIDAN SQ,72
45630,03/16/2019 12:00:00 AM,2155,Sat,38,White,Male,0,HOWARD ST/RIDGE AV,
45628,03/16/2019 12:00:00 AM,2335,Sat,40,White,Male,100,CHICAGO AV,78
45623,03/16/2019 12:00:00 AM,131,Sat,61,Black,Male,400,RIDGE AV/HULL TER,78
45619,03/16/2019 12:00:00 AM,2136,Sat,56,Asian,Male,1300,CHICAGO AV,73
45618,03/16/2019 12:00:00 AM,1648,Sat,27,White,Male,1000,CHURCH ST/MAPLE AV,76
45593,03/16/2019 12:00:00 AM,2326,Sat,22,Black,Female,3300,GOLF RD,
45592,03/16/2019 12:00:00 AM,2339,Sat,63,White,Male,2100,LINCOLNWOOD/GOLF,
45591,03/16/2019 12:00:00 AM,2344,Sat,26,Black,Male,1100,HOWARD,
45587,03/16/2019 12:00:00 AM,2325,Sat,45,Black,Male,800,HOWARD ST,
45586,03/16/2019 12:00:00 AM,2325,Sat,35,Black,Male,1700,SHERMAN AV,76
45585,03/16/2019 12:00:00 AM,2320,Sat,38,White,Male,800,DAVIS ST,73
45584,03/16/2019 12:00:00 AM,2230,Sat,21,White,Male,1700,MCCORMICK BL/,75
45583,03/16/2019 12:00:00 AM,2202,Sat,19,Black,Male,3300,GOLF RD,
45582,03/16/2019 12:00:00 AM,1835,Sat,43,Black,Female,1500,RIDGE AV,73
45581,03/16/2019 12:00:00 AM,2103,Sat,19,Black,Male,1900,RIDGE AV,76
45580,03/16/2019 12:00:00 AM,1632,Sat,44,White,Male,1300,DEMPSTER ST/ASBURY AV,74
45571,03/16/2019 12:00:00 AM,1325,Sat,41,White,Female,1400,RIDGE AV,74
45570,03/16/2019 12:00:00 AM,934,Sat,58,White,Male,700,GROVE ST/SHERMAN AV,73
45569,03/16/2019 12:00:00 AM,851,Sat,47,White,Female,1700,DODGE AV/CHURCH ST,74
45568,03/16/2019 12:00:00 AM,238,Sat,18,Black,Female,2400,CHURCH ST/FOWLER AV,77
45567,03/16/2019 12:00:00 AM,108,Sat,20,White,Female,1700,MCCORMICK BL/,75
45566,03/16/2019 12:00:00 AM,115,Sat,61,White,Female,700,RIDGE AV/MONROE ST,72
45565,03/16/2019 12:00:00 AM,101,Sat,28,Asian,Male,800,RIDGE AV/WASHINGTON ST,71
45564,03/16/2019 12:00:00 AM,48,Sat,64,White,Male,,DEMPSTER/MC CORMICK,
45563,03/16/2019 12:00:00 AM,52,Sat,20,White,Male,0,HOWARD ST/DODGE AV,
45562,03/16/2019 12:00:00 AM,33,Sat,47,Black,Male,7500,N CLAREMONT AV,
45561,03/16/2019 12:00:00 AM,41,Sat,23,Black,Male,100,DODGE AV/HOWARD ST,71
45560,03/16/2019 12:00:00 AM,26,Sat,50,White,Male,1700,DEMPSTER ST/DEWEY AV,74
45559,03/16/2019 12:00:00 AM,16,Sat,36,Black,Male,500,DODGE AV/OAKTON ST,
45541,03/15/2019 12:00:00 AM,2110,Fri,27,White,Male,1200,RIDGE AV/CRAIN ST,73
45540,03/15/2019 12:00:00 AM,2127,Fri,38,White,Male,300,SHERIDAN RD,
45539,03/15/2019 12:00:00 AM,2059,Fri,35,Black,Male,1100,MAIN ST/RIDGE AV,72
45689,03/15/2019 12:00:00 AM,2210,Fri,21,White,Female,3300,GOLF RD,
45692,03/15/2019 12:00:00 AM,1751,Fri,52,White,Male,2300,CENTRAL ST,75
45517,03/15/2019 12:00:00 AM,0,Fri,60,White,Female,2000,WASHINGTON ST,71
45683,03/15/2019 12:00:00 AM,2251,Fri,21,White,Male,0,HOWARD ST/RIDGE AV,
45682,03/15/2019 12:00:00 AM,2347,Fri,27,Black,Male,1100,CHICAGO AV,
45681,03/15/2019 12:00:00 AM,2051,Fri,38,Asian,Male,1200,EMERSON ST/GREEN BAY RD,76
45680,03/15/2019 12:00:00 AM,1552,Fri,19,White,Female,1600,ORRINGTON AV/DAVIS ST,73
45678,03/15/2019 12:00:00 AM,2229,Fri,29,Black,Male,0,HOWARD ST/ASBURY AV,
45688,03/15/2019 12:00:00 AM,1328,Fri,59,White,Male,3200,THAYER ST/HIGHLAND AV,75
45669,03/15/2019 12:00:00 AM,2107,Fri,40,Black,Female,300,FLORENCE AV/MULFORD ST,71
45656,03/15/2019 12:00:00 AM,2202,Fri,31,White,Male,0,HOWARD ST/ASBURY AV,
45655,03/15/2019 12:00:00 AM,2109,Fri,39,White,Male,1300,DEMPSTER ST/ASBURY AV,
45643,03/15/2019 12:00:00 AM,2144,Fri,36,Black,Male,100,RIDGE AV/HOWARD ST,78
45642,03/15/2019 12:00:00 AM,1808,Fri,29,White,Male,1200,GREENWOOD ST/RIDGE AV,
45631,03/15/2019 12:00:00 AM,2145,Fri,21,White,Male,300,SHERIDAN RD,
45622,03/15/2019 12:00:00 AM,2335,Fri,17,White,Female,100,SOUTH BL/SHERIDAN RD,
45624,03/15/2019 12:00:00 AM,2212,Fri,27,Black,Male,700,HOWARD ST,78
45629,03/15/2019 12:00:00 AM,1711,Fri,17,White,Male,2100,EMERSON ST,
45511,03/15/2019 12:00:00 AM,37,Fri,24,Black,Male,,N ROGERS AV/N SHERIDAN RD,
45512,03/15/2019 12:00:00 AM,23,Fri,52,White,Male,,N WESTERN AV/W JARVIS AV,99
45513,03/15/2019 12:00:00 AM,250,Fri,36,Black,Female,2400,GREENLEAF ST/FOWLER AV,74
45514,03/15/2019 12:00:00 AM,114,Fri,24,White,Male,300,SHERIDAN RD,72
45527,03/15/2019 12:00:00 AM,305,Fri,26,Black,Male,1700,MCCORMICK BL/,75
45533,03/15/2019 12:00:00 AM,952,Fri,19,Black,Male,800,DODGE AV,
45534,03/15/2019 12:00:00 AM,1233,Fri,61,Black,Female,1400,LAKE ST,74
45535,03/15/2019 12:00:00 AM,1616,Fri,21,White,Male,1300,AUSTIN ST/ASBURY AV,78
45536,03/15/2019 12:00:00 AM,1659,Fri,37,White,Male,2600,GIRARD AV/CENTRAL ST,76
45537,03/15/2019 12:00:00 AM,1521,Fri,49,White,Male,1300,MAPLE AV/DEMPSTER ST,73
45538,03/15/2019 12:00:00 AM,1944,Fri,50,White,Female,1200,EMERSON ST/RIDGE AV,76
45558,03/15/2019 12:00:00 AM,2347,Fri,17,Black,Male,1200,GREENWOOD ST/RIDGE AV,73
45557,03/15/2019 12:00:00 AM,2337,Fri,65,Black,Female,1700,DODGE AV/CHURCH ST,74
45556,03/15/2019 12:00:00 AM,2325,Fri,29,Black,Male,9500,EAST PRAIRIE,
45555,03/15/2019 12:00:00 AM,2312,Fri,18,White,Male,2200,CRAWFORD AV,75
45554,03/15/2019 12:00:00 AM,2310,Fri,29,Black,Female,900,OAKTON ST/ELMWOOD AV,72
45553,03/15/2019 12:00:00 AM,2234,Fri,18,Black,Male,9500,CENTRAL PARK AV,
45552,03/15/2019 12:00:00 AM,2256,Fri,7,Black,Female,3100,SIMPSON ST,
45551,03/15/2019 12:00:00 AM,2254,Fri,51,White,Female,500,RIDGE AV/OAKTON ST,72
45550,03/15/2019 12:00:00 AM,2030,Fri,22,White,Male,800,EMERSON ST/SHERMAN AV,76
45549,03/15/2019 12:00:00 AM,2007,Fri,32,Black,Female,700,DAVIS ST/ORRINGTON AV,73
45548,03/15/2019 12:00:00 AM,2232,Fri,23,White,Male,1400,RIDGE AV/GREENWOOD ST,
45547,03/15/2019 12:00:00 AM,2224,Fri,29,Black,Male,,W HOWARD ST/N ASBURY,
45546,03/15/2019 12:00:00 AM,2157,Fri,60,White,Male,600,RIDGE AV/REBA PL,71
45545,03/15/2019 12:00:00 AM,2150,Fri,34,White,Male,1500,CHICAGO AV,73
45544,03/15/2019 12:00:00 AM,2141,Fri,48,White,Male,1300,CHICAGO AV,73
45543,03/15/2019 12:00:00 AM,2201,Fri,60,Asian,Female,0,HOWARD ST/ASBURY AV,
45542,03/15/2019 12:00:00 AM,2132,Fri,55,Black,Male,1900,GREEN BAY RD/ASBURY AV,77
45518,03/14/2019 12:00:00 AM,1703,Thu,43,White,Male,2700,CENTRAL ST/BENNETT AV,75
45475,03/14/2019 12:00:00 AM,925,Thu,33,Black,Female,1500,OAK AV/GROVE ST,
45472,03/14/2019 12:00:00 AM,452,Thu,34,Black,Male,2100,HOWARD ST,71
45530,03/14/2019 12:00:00 AM,2328,Thu,21,White,Male,100,RIDGE AV,78
45529,03/14/2019 12:00:00 AM,2344,Thu,21,White,Male,200,CUSTER AV/BRUMMEL ST,78
45525,03/14/2019 12:00:00 AM,1624,Thu,19,White,Male,1300,CRAIN ST/ASBURY AV,74
45523,03/14/2019 12:00:00 AM,1918,Thu,52,Black,Female,1400,LINCOLN ST/WESLEY AV,75
45522,03/14/2019 12:00:00 AM,2328,Thu,20,White,Male,0,HOWARD ST/DODGE AV,
45519,03/14/2019 12:00:00 AM,2140,Thu,35,Black,Male,0,HOWARD ST/RIDGE AV,
45510,03/14/2019 12:00:00 AM,2203,Thu,32,White,Male,500,DODGE AV/SOUTH BL,71
45489,03/14/2019 12:00:00 AM,848,Thu,60,White,Male,100,MAIN ST/SHERIDAN RD,
45488,03/14/2019 12:00:00 AM,27,Thu,46,White,Female,2000,BRUMMEL ST/BROWN AV,71
45485,03/14/2019 12:00:00 AM,1020,Thu,30,White,Male,1900,GREEN BAY RD/ASBURY AV,
45484,03/14/2019 12:00:00 AM,201,Thu,25,Black,Male,1700,OAKTON ST,71
45476,03/14/2019 12:00:00 AM,834,Thu,33,White,Male,300,LEE ST/FOREST AV,
45515,03/14/2019 12:00:00 AM,1834,Thu,23,White,Female,1100,AUSTIN ST,78
45516,03/14/2019 12:00:00 AM,1759,Thu,33,White,Male,800,CHICAGO AV,72
45526,03/14/2019 12:00:00 AM,2345,Thu,25,Black,Male,700,DODGE AV,71
45474,03/13/2019 12:00:00 AM,1819,Wed,32,White,Male,7500,N WESTERN AV,
45521,03/13/2019 12:00:00 AM,1559,Wed,44,White,Female,,RIDGE AV/DEMPSTER ST,73
45520,03/13/2019 12:00:00 AM,1214,Wed,31,White,Female,1500,RIDGE AV,74
45426,03/13/2019 12:00:00 AM,709,Wed,43,White,Male,1000,FOREST AV/LEE ST,72
45459,03/13/2019 12:00:00 AM,1819,Wed,39,White,Female,800,RIDGE AV/WASHINGTON ST,71
45460,03/13/2019 12:00:00 AM,1439,Wed,47,White,Male,800,RIDGE AV/WASHINGTON ST,71
45461,03/13/2019 12:00:00 AM,1734,Wed,48,White,Female,,RIDGE AV/DEMPSTER ST,73
45462,03/13/2019 12:00:00 AM,1600,Wed,23,White,Male,1200,RIDGE AV/CRAIN ST,73
45406,03/13/2019 12:00:00 AM,800,Wed,60,White,Female,1200,DODGE AV,74
45509,03/13/2019 12:00:00 AM,1751,Wed,25,White,Male,1900,LAKE ST/DODGE AV,74
45508,03/13/2019 12:00:00 AM,1329,Wed,59,White,Female,1200,ASBURY AV,74
45507,03/13/2019 12:00:00 AM,1428,Wed,49,White,Female,700,RIDGE AV/MONROE ST,72
45506,03/13/2019 12:00:00 AM,1220,Wed,23,White,Female,1500,RIDGE AV,74
45505,03/13/2019 12:00:00 AM,1201,Wed,57,White,Female,1500,RIDGE AV,74
45504,03/13/2019 12:00:00 AM,1629,Wed,40,Asian,Male,1100,CHICAGO AV,72
45503,03/13/2019 12:00:00 AM,1322,Wed,29,White,Male,1600,RIDGE AV/DAVIS ST,73
45502,03/13/2019 12:00:00 AM,1614,Wed,79,Black,Female,1200,CHICAGO AV,73
45501,03/13/2019 12:00:00 AM,1539,Wed,57,White,Male,800,AUSTIN ST,78
45500,03/13/2019 12:00:00 AM,1527,Wed,38,White,Female,2300,W HOWARD ST,
45435,03/13/2019 12:00:00 AM,105,Wed,38,White,Female,,W HOWARD ST/N WESTERN AV,
45401,03/13/2019 12:00:00 AM,106,Wed,28,Black,Male,,N SHERIDAN RD/W JUNEWAY TER,
45497,03/13/2019 12:00:00 AM,1412,Wed,22,Asian,Male,1500,HINMAN AV,73
45496,03/13/2019 12:00:00 AM,1649,Wed,36,White,Female,,RIDGE AV/DEMPSTER ST,73
45495,03/13/2019 12:00:00 AM,1756,Wed,53,White,Female,,RIDGE AV/DEMPSTER ST,73
45494,03/13/2019 12:00:00 AM,1532,Wed,21,White,Male,500,RIDGE AV/OAKTON ST,72
45493,03/13/2019 12:00:00 AM,1713,Wed,32,White,Female,2000,GREEN BAY RD,77
45492,03/13/2019 12:00:00 AM,1636,Wed,31,Black,Female,1000,CHICAGO AV,72
45491,03/13/2019 12:00:00 AM,1448,Wed,28,White,Male,900,CHICAGO AV,72
45490,03/13/2019 12:00:00 AM,1603,Wed,34,White,Female,400,BARTON AV/AUSTIN ST,78
45405,03/13/2019 12:00:00 AM,751,Wed,56,White,Male,1000,FOREST AV,
45404,03/13/2019 12:00:00 AM,743,Wed,35,Black,Male,100,RIDGE AV,78
45487,03/13/2019 12:00:00 AM,1455,Wed,30,Black,Female,500,RIDGE AV/OAKTON ST,72
45486,03/13/2019 12:00:00 AM,1625,Wed,39,White,Male,,RIDGE AV/DEMPSTER ST,73
45403,03/13/2019 12:00:00 AM,142,Wed,23,White,Female,600,DEMPSTER ST/CHICAGO AV,73
45402,03/13/2019 12:00:00 AM,139,Wed,23,Black,Male,1900,CHURCH ST/DODGE AV,77
45483,03/13/2019 12:00:00 AM,1656,Wed,36,White,Female,,RIDGE AV/DEMPSTER ST,73
45482,03/13/2019 12:00:00 AM,2012,Wed,33,White,Male,1000,FOREST AV,72
45481,03/13/2019 12:00:00 AM,1642,Wed,28,White,Male,,RIDGE AV/DEMPSTER ST,73
45480,03/13/2019 12:00:00 AM,1406,Wed,28,White,Male,700,RIDGE AV/MADISON ST,72
45463,03/13/2019 12:00:00 AM,1708,Wed,53,Black,Female,,RIDGE AV/DEMPSTER ST,73
45479,03/13/2019 12:00:00 AM,1635,Wed,22,Black,Female,,RIDGE AV/DEMPSTER ST,73
45464,03/13/2019 12:00:00 AM,1839,Wed,25,Black,Male,1000,RIDGE AV/LEE ST,72
45478,03/13/2019 12:00:00 AM,1814,Wed,42,White,Male,700,RIDGE AV/MONROE ST,72
45465,03/13/2019 12:00:00 AM,1718,Wed,55,White,Male,1200,RIDGE AV/CRAIN ST,73
45443,03/13/2019 12:00:00 AM,950,Wed,37,Black,Female,1200,SHERIDAN RD,73
45467,03/13/2019 12:00:00 AM,1415,Wed,61,Black,Female,700,RIDGE AV/MONROE ST,72
45477,03/13/2019 12:00:00 AM,1647,Wed,71,White,Female,1200,GROVE ST/RIDGE AV,73
45412,03/13/2019 12:00:00 AM,41,Wed,39,White,Female,900,MADISON ST/ELMWOOD AV,72
45468,03/13/2019 12:00:00 AM,1446,Wed,22,Black,Male,700,RIDGE AV/MADISON ST,72
45469,03/13/2019 12:00:00 AM,1805,Wed,22,Black,Male,1200,RIDGE AV/CRAIN ST,73
45470,03/13/2019 12:00:00 AM,1741,Wed,55,Black,Female,,RIDGE AV/GREENWOOD ST,
45471,03/13/2019 12:00:00 AM,1830,Wed,26,White,Male,7500,MC CORMICK BL,
45450,03/13/2019 12:00:00 AM,849,Wed,41,Black,Female,1000,AUSTIN ST,78
45451,03/13/2019 12:00:00 AM,1043,Wed,21,Black,Male,,W HOWARD ST/N PAULINA ST,
45452,03/13/2019 12:00:00 AM,1322,Wed,52,Black,Male,1300,EMERSON ST,77
45453,03/13/2019 12:00:00 AM,1436,Wed,45,Black,Male,1100,CHICAGO AV,72
45454,03/13/2019 12:00:00 AM,1509,Wed,59,White,Male,900,OAKTON ST,
45417,03/13/2019 12:00:00 AM,748,Wed,26,White,Male,900,FOREST AV,72
45532,03/13/2019 12:00:00 AM,1957,Wed,74,Black,Female,1200,GARNETT PL/RIDGE AV,76
45531,03/13/2019 12:00:00 AM,1607,Wed,22,Black,Male,,RIDGE AV/DEMPSTER ST,73
45421,03/13/2019 12:00:00 AM,814,Wed,38,Black,Male,1000,FOREST AV,
45422,03/13/2019 12:00:00 AM,829,Wed,27,White,Male,1200,FOREST AV,
45408,03/13/2019 12:00:00 AM,721,Wed,47,White,Female,900,FOREST AV,72
45458,03/13/2019 12:00:00 AM,1659,Wed,53,White,Male,1500,CHICAGO AV,73
45424,03/13/2019 12:00:00 AM,906,Wed,32,Black,Female,600,FOREST AV,
45524,03/13/2019 12:00:00 AM,1428,Wed,41,White,Male,1200,CHICAGO AV,73
45473,03/13/2019 12:00:00 AM,2356,Wed,23,White,Male,800,DEMPSTER ST/SHERMAN AV,73
45381,03/12/2019 12:00:00 AM,816,Tue,34,Black,Male,,RIDGE AV/DEMPSTER ST,73
45390,03/12/2019 12:00:00 AM,33,Tue,49,Black,Male,400,HOWARD ST,78
45391,03/12/2019 12:00:00 AM,1227,Tue,39,White,Male,,W JARVIS AV/N WESTERN AV,
45392,03/12/2019 12:00:00 AM,1247,Tue,61,Black,Female,1500,OAK AV,73
45393,03/12/2019 12:00:00 AM,1321,Tue,52,White,Female,800,RIDGE AV,71
45394,03/12/2019 12:00:00 AM,1541,Tue,39,Black,Male,1600,LINCOLN ST/ASHLAND AV,75
45395,03/12/2019 12:00:00 AM,1606,Tue,76,White,Female,1700,CENTRAL ST,75
45396,03/12/2019 12:00:00 AM,1614,Tue,55,White,Male,900,DODGE AV,74
45397,03/12/2019 12:00:00 AM,1631,Tue,38,Black,Female,800,HOWARD ST,78
45407,03/12/2019 12:00:00 AM,1551,Tue,39,Black,Female,2400,POPLAR AV/LINCOLN ST,75
45409,03/12/2019 12:00:00 AM,1611,Tue,42,Asian,Male,2000,EWING AV/WOODLAND RD,
45410,03/12/2019 12:00:00 AM,1711,Tue,22,White,Male,1300,HOWARD ST,
45411,03/12/2019 12:00:00 AM,2337,Tue,19,White,Female,300,SHERIDAN RD,72
45413,03/12/2019 12:00:00 AM,238,Tue,51,Black,Male,2100,OAKTON ST,71
45414,03/12/2019 12:00:00 AM,1725,Tue,29,White,Male,1300,WILDER ST/ASBURY AV,
45415,03/12/2019 12:00:00 AM,2205,Tue,46,Black,Male,700,CHICAGO AV/MADISON ST,72
45418,03/12/2019 12:00:00 AM,744,Tue,42,Black,Female,300,LEE ST/FOREST AV,72
45457,03/12/2019 12:00:00 AM,942,Tue,57,White,Female,1000,MONROE ST/RIDGE AV,72
45456,03/12/2019 12:00:00 AM,931,Tue,57,White,Female,1000,MONROE ST/RIDGE AV,72
45400,03/12/2019 12:00:00 AM,2000,Tue,21,White,Male,800,RIDGE AV/WASHINGTON ST,71
45399,03/12/2019 12:00:00 AM,1708,Tue,32,Black,Male,900,LAKE ST,73
45398,03/12/2019 12:00:00 AM,1631,Tue,43,White,Female,1800,CENTRAL ST,75
45774,03/12/2019 12:00:00 AM,1601,Tue,28,Black,Male,1600,RIDGE AV/DAVIS ST,73
45528,03/12/2019 12:00:00 AM,853,Tue,40,Black,Female,400,BARTON AV/AUSTIN ST,78
45499,03/12/2019 12:00:00 AM,906,Tue,37,White,Female,400,ASBURY AV/AUSTIN ST,78
45466,03/12/2019 12:00:00 AM,806,Tue,56,White,Male,1300,FOWLER AV/DEMPSTER ST,74
45455,03/12/2019 12:00:00 AM,920,Tue,51,White,Female,1100,MAIN ST/RIDGE AV,72
45449,03/12/2019 12:00:00 AM,821,Tue,39,Black,Male,1000,FOREST AV,72
45448,03/12/2019 12:00:00 AM,1305,Tue,53,White,Male,1500,RIDGE AV/GROVE ST,74
