rpmainid,Stop Date,Stop Time,Day of the Week,Age,Race,Sex,Street Number,Street Name,Police Beat
37928,08/18/2018 12:00:00 AM,1312,Sat,28,Black,Female,2400,EMERSON ST,77
37926,08/18/2018 12:00:00 AM,1233,Sat,57,Black,Male,3500,CHURCH ST,
37925,08/18/2018 12:00:00 AM,1150,Sat,43,White,Male,1000,OAKKTON ST,
37924,08/18/2018 12:00:00 AM,1139,Sat,36,White,Female,900,OAKTON ST,
37923,08/18/2018 12:00:00 AM,1127,Sat,21,Black,Female,500,RIDGE AV,78
37927,08/18/2018 12:00:00 AM,1300,Sat,33,White,Female,9500,CRAWFORD AV,
37922,08/18/2018 12:00:00 AM,1115,Sat,37,White,Male,1000,SOUTH BLVD,
37962,08/18/2018 12:00:00 AM,1042,Sat,24,White,Male,1200,EMERSON ST,76
37965,08/18/2018 12:00:00 AM,1136,Sat,24,Black,Male,1000,DAVIS ST/MAPLE AV,73
37966,08/18/2018 12:00:00 AM,1531,Sat,24,,Male,800,DAVIS ST,73
37918,08/18/2018 12:00:00 AM,2127,Sat,52,Black,Female,1200,LAKE ST/RIDGE AV,73
37917,08/18/2018 12:00:00 AM,2116,Sat,22,White,Male,1000,RIDGE AV/LEE ST,72
37916,08/18/2018 12:00:00 AM,140,Sat,45,Black,Male,1600,FOWLER AV/DAVIS ST,74
37913,08/18/2018 12:00:00 AM,1725,Sat,30,Black,Female,2200,HOWARD ST,
37912,08/18/2018 12:00:00 AM,1554,Sat,26,Asian,Female,600,SHERIDAN RD,72
37911,08/18/2018 12:00:00 AM,1535,Sat,42,White,Female,200,SOUTH BL/MICHIGAN AV,72
37910,08/18/2018 12:00:00 AM,1520,Sat,30,Black,Female,,N SHERIDAN RD/N ROGERS AV,
37909,08/18/2018 12:00:00 AM,1510,Sat,18,White,Male,300,SHERIDAN RD,72
37908,08/18/2018 12:00:00 AM,1735,Sat,67,White,Male,1000,GREENLEAF ST,72
37964,08/17/2018 12:00:00 AM,2013,Fri,53,Asian,Male,600,HINMAN AV/KEENEY ST,72
37963,08/17/2018 12:00:00 AM,1307,Fri,66,White,Female,1900,SEWARD ST/DODGE AV,
37915,08/17/2018 12:00:00 AM,1816,Fri,64,White,Male,2200,HOWARD ST,
37906,08/17/2018 12:00:00 AM,1434,Fri,23,Black,Female,1600,W. HOWARD,
37969,08/17/2018 12:00:00 AM,1049,Fri,29,White,Male,,N SHERIDAN RD/N ROGERS AV,
37905,08/17/2018 12:00:00 AM,1743,Fri,56,White,Male,1600,MAPLE AV,
37970,08/17/2018 12:00:00 AM,1114,Fri,85,White,Female,800,SHERIDAN RD/KEDZIE ST,72
37904,08/17/2018 12:00:00 AM,1637,Fri,39,White,Female,1200,CHICAGO AV,73
37903,08/17/2018 12:00:00 AM,1404,Fri,22,White,Male,700,GREENWOOD ST/SHERMAN PL,73
37902,08/17/2018 12:00:00 AM,948,Fri,75,White,Female,,RIDGE AV/CLEVELAND ST,72
37901,08/17/2018 12:00:00 AM,929,Fri,60,Black,Female,900,DAVIS ST,73
37900,08/17/2018 12:00:00 AM,904,Fri,31,Black,Male,700,DAVIS ST/ORRINGTON AV,73
37973,08/17/2018 12:00:00 AM,1626,Fri,66,Asian,Male,1400,RIDGE AV/LAKE ST,73
37961,08/17/2018 12:00:00 AM,2103,Fri,34,White,Male,2000,RIDGE AV/LEON PL,76
37960,08/17/2018 12:00:00 AM,1714,Fri,32,,Male,900,DAVIS ST,73
37959,08/17/2018 12:00:00 AM,1748,Fri,19,White,Female,2100,DOBSON ST/GREY AV,71
37958,08/17/2018 12:00:00 AM,1706,Fri,51,White,Male,100,RIDGE AV,78
37957,08/17/2018 12:00:00 AM,959,Fri,54,Black,Female,1400,HARTREY AV/GREENWOOD ST,74
38200,08/17/2018 12:00:00 AM,1343,Fri,72,White,Male,1200,EMERSON ST/RIDGE AV,76
37892,08/17/2018 12:00:00 AM,5,Fri,24,Black,Female,,W HOWARD ST/N MARSHFIELD AV,
37968,08/17/2018 12:00:00 AM,1118,Fri,32,White,Male,1700,MCCORMICK BL/DAVIS,75
37971,08/17/2018 12:00:00 AM,1202,Fri,68,White,Female,1900,RIDGE AV/GARNETT PL,76
37967,08/17/2018 12:00:00 AM,913,Fri,28,Asian,Female,700,HOWARD,
37972,08/17/2018 12:00:00 AM,1223,Fri,60,White,Male,2300,GREEN BAY RD/MCCORMICK BL,75
37893,08/17/2018 12:00:00 AM,24,Fri,43,Asian,Male,1800,DARROW AV/LYONS ST,77
37887,08/16/2018 12:00:00 AM,2351,Thu,28,Black,Female,1100,HOWARD ST,
37875,08/16/2018 12:00:00 AM,44,Thu,21,Asian,Male,1400,OAK AV,73
37899,08/16/2018 12:00:00 AM,2051,Thu,29,White,Female,1200,LAKE ST/RIDGE AV,73
37898,08/16/2018 12:00:00 AM,1848,Thu,59,White,Male,1000,DEMPSTER ST/MAPLE AV,73
37897,08/16/2018 12:00:00 AM,1651,Thu,41,White,Female,400,RIDGE AV,
37896,08/16/2018 12:00:00 AM,1018,Thu,31,White,Female,1600,ORRINGTON AV,73
37895,08/16/2018 12:00:00 AM,2347,Thu,34,White,Male,,HOWARD/MC CORMICK,
37894,08/16/2018 12:00:00 AM,1241,Thu,48,White,Male,1200,CRAIN ST/RIDGE AV,73
37891,08/16/2018 12:00:00 AM,2329,Thu,21,White,Male,1100,CLEVELAND ST/MCCORMICK,
37890,08/16/2018 12:00:00 AM,1909,Thu,36,Black,Female,1300,HOWARD ST,
37889,08/16/2018 12:00:00 AM,1944,Thu,45,Black,Female,700,RIDGE AV/MONROE ST,72
37888,08/16/2018 12:00:00 AM,1829,Thu,34,White,Female,1300,HOWARD,
37886,08/16/2018 12:00:00 AM,1239,Thu,70,White,Male,1300,DODGE AV/DEMPSTER ST,74
37885,08/16/2018 12:00:00 AM,1037,Thu,19,Black,Male,1800,DODGE AV,77
37884,08/16/2018 12:00:00 AM,752,Thu,37,White,Female,2000,SHERMAN AV/FOSTER ST,76
37881,08/16/2018 12:00:00 AM,59,Thu,28,Hispanic,Male,,RIDGE/FARGO,
37880,08/16/2018 12:00:00 AM,2,Thu,43,White,Male,0,HOWARD ST/DEWEY AV,71
37879,08/16/2018 12:00:00 AM,146,Thu,38,Black,Female,,HOWARD ST/RIDGE AV,
37878,08/16/2018 12:00:00 AM,139,Thu,37,Black,Male,1200,HARVARD TER,78
37877,08/16/2018 12:00:00 AM,320,Thu,21,White,Male,3300,OAKTON ST/MC CORMICK BL,
37876,08/16/2018 12:00:00 AM,113,Thu,40,White,Male,900,AUSTIN ST/ELMWOOD AV,78
37874,08/16/2018 12:00:00 AM,41,Thu,22,Black,Male,1200,DEMPSTER ST,74
37872,08/16/2018 12:00:00 AM,133,Thu,18,White,Female,600,ELMWOOD AV,72
37871,08/16/2018 12:00:00 AM,213,Thu,42,White,Male,1200,HOWARD ST/BARTON AV,
37844,08/15/2018 12:00:00 AM,51,Wed,47,White,Male,,W BIRCHWOOD AV/N HOYNE AV,
37869,08/15/2018 12:00:00 AM,1014,Wed,24,White,Female,600,RIDGE AV,71
37868,08/15/2018 12:00:00 AM,1150,Wed,59,White,Female,2100,LAKE ST,74
37882,08/15/2018 12:00:00 AM,1110,Wed,64,White,Male,100,MAIN ST/SHERIDAN RD,72
37865,08/15/2018 12:00:00 AM,11,Wed,21,White,Male,1800,SHERMAN AV/CLARK ST,76
37873,08/15/2018 12:00:00 AM,2340,Wed,33,Black,Female,300,CALLAN AV/MULFORD ST,78
37883,08/15/2018 12:00:00 AM,839,Wed,27,White,Male,2300,GREEN BAY RD/MCCORMICK BL,
37850,08/15/2018 12:00:00 AM,120,Wed,26,Black,Male,1600,HOWARD ST,
37867,08/15/2018 12:00:00 AM,1136,Wed,62,Asian,Male,1400,RIDGE AV,74
37866,08/15/2018 12:00:00 AM,117,Wed,59,Asian,Male,600,GROVE ST/CHICAGO AV,73
37870,08/15/2018 12:00:00 AM,1406,Wed,49,White,Male,1500,OAK AV/GROVE ST,73
37822,08/14/2018 12:00:00 AM,743,Tue,51,White,Female,1900,CRAIN ST/DODGE AV,74
37849,08/14/2018 12:00:00 AM,2135,Tue,45,Asian,Female,,W BIRCHWOOD AV/N MAPLEWOOD AV,
37848,08/14/2018 12:00:00 AM,2318,Tue,23,Black,Male,800,SEWARD ST/SHERMAN AV,72
37818,08/14/2018 12:00:00 AM,29,Tue,57,White,Male,1200,EMERSON ST/RIDGE AV,76
37847,08/14/2018 12:00:00 AM,1627,Tue,32,White,Female,1900,KIRK ST/DODGE AV,71
37846,08/14/2018 12:00:00 AM,1719,Tue,44,White,Male,100,RIDGE AV/HOWARD ST,78
37845,08/14/2018 12:00:00 AM,1659,Tue,25,Black,Male,1600,W JUNEWAY TER,
37843,08/14/2018 12:00:00 AM,1618,Tue,19,Black,Male,2000,DODGE AV,77
37842,08/14/2018 12:00:00 AM,826,Tue,44,Black,Female,2100,OAKTON ST,
37841,08/14/2018 12:00:00 AM,46,Tue,38,White,Male,1600,OAKTON ST,71
37804,08/14/2018 12:00:00 AM,204,Tue,49,Black,Male,600,DEMPSTER ST/CHICAGO AV,73
37864,08/14/2018 12:00:00 AM,2308,Tue,30,Asian,Male,1100,LAKE ST/OAK AV,73
37863,08/14/2018 12:00:00 AM,1521,Tue,63,White,Male,400,SHERMAN AV,78
37798,08/14/2018 12:00:00 AM,50,Tue,31,Black,Male,,RIDGE AV/CLEVELAND ST,72
37861,08/14/2018 12:00:00 AM,1506,Tue,41,White,Male,1400,DODGE AV/GREENWOOD ST,74
37862,08/14/2018 12:00:00 AM,1648,Tue,25,Black,Male,800,MAIN ST,72
37860,08/14/2018 12:00:00 AM,841,Tue,52,White,Male,2400,OAKTON ST,
37859,08/14/2018 12:00:00 AM,811,Tue,53,White,Female,1000,RIDGE AV,74
37858,08/14/2018 12:00:00 AM,800,Tue,53,White,Male,1100,RIDGE AV,74
37857,08/14/2018 12:00:00 AM,751,Tue,33,Black,Male,900,RIDGE AV,71
37856,08/14/2018 12:00:00 AM,1231,Tue,47,White,Female,,RIDGE AV/GREENWOOD ST,
37855,08/14/2018 12:00:00 AM,1109,Tue,60,White,Male,1900,GREEN BAY RD,77
37854,08/14/2018 12:00:00 AM,1512,Tue,40,Black,Male,7500,N HOWARD ST,
37853,08/14/2018 12:00:00 AM,1758,Tue,56,White,Male,1300,CENTRAL ST/ASBURY AV,75
37852,08/14/2018 12:00:00 AM,1734,Tue,19,White,Male,800,NOYES ST/SHERMAN AV,76
37851,08/14/2018 12:00:00 AM,1603,Tue,47,Asian,Male,800,SHERIDAN RD,72
37810,08/13/2018 12:00:00 AM,1928,Mon,23,White,Male,2100,GREEN BAY RD/PAYNE ST,76
37840,08/13/2018 12:00:00 AM,2354,Mon,23,Asian,Female,1700,ORRINGTON AV,73
37839,08/13/2018 12:00:00 AM,1731,Mon,24,Black,Female,1500,GREENLEAF ST,74
37838,08/13/2018 12:00:00 AM,1708,Mon,42,White,Male,2200,CENTRAL ST,75
37813,08/13/2018 12:00:00 AM,852,Mon,45,White,Female,900,RIDGE AV,74
37837,08/13/2018 12:00:00 AM,1807,Mon,23,White,Male,1400,OAKTON ST/WESLEY AV,71
37836,08/13/2018 12:00:00 AM,1718,Mon,42,White,Male,0,HOWARD ST/ASBURY AV,
37835,08/13/2018 12:00:00 AM,1714,Mon,41,Black,Female,600,HOWARD ST,
37834,08/13/2018 12:00:00 AM,1706,Mon,25,Black,Male,700,HOWARD ST,
37833,08/13/2018 12:00:00 AM,1413,Mon,,White,Male,,HOWARD AND BIRCHWOOD,
37832,08/13/2018 12:00:00 AM,1236,Mon,39,White,Female,800,CHURCH ST/SHERMAN AV,76
37831,08/13/2018 12:00:00 AM,1133,Mon,40,White,Female,,SIMPSON ST/CENTRAL PARK AV,
37830,08/13/2018 12:00:00 AM,1041,Mon,31,White,Female,2000,ASBURY AV/GREEN BAY RD,76
37829,08/13/2018 12:00:00 AM,902,Mon,58,Black,Female,1000,RIDGE AV/LEE ST,72
37828,08/13/2018 12:00:00 AM,1101,Mon,21,White,Male,2000,MCCORMICK BLVD,
37827,08/13/2018 12:00:00 AM,1050,Mon,41,White,Female,2500,PAYNE ST,75
37826,08/13/2018 12:00:00 AM,1014,Mon,16,White,Female,2600,SIMPSON ST/MCDANIEL AV,75
37825,08/13/2018 12:00:00 AM,959,Mon,55,White,Female,2900,CEBTRAL ST,
37824,08/13/2018 12:00:00 AM,1010,Mon,37,White,Female,500,DODGE AV/OAKTON ST,71
37823,08/13/2018 12:00:00 AM,957,Mon,39,White,Female,500,FLORENCE AV/OAKTON ST,71
37821,08/13/2018 12:00:00 AM,919,Mon,65,White,Male,2400,CRAWFORD AV,75
37820,08/13/2018 12:00:00 AM,839,Mon,48,Asian,Male,1500,RIDGE AV,74
37819,08/13/2018 12:00:00 AM,816,Mon,27,White,Male,1200,RIDGE AV,73
37817,08/13/2018 12:00:00 AM,1825,Mon,29,White,Male,,ASBURY AV/GROVE ST,74
37816,08/13/2018 12:00:00 AM,1538,Mon,30,White,Male,500,HOWARD ST,78
37815,08/13/2018 12:00:00 AM,1244,Mon,51,White,Female,1200,CHURCH ST/RIDGE AV,76
37814,08/13/2018 12:00:00 AM,752,Mon,28,White,Female,1300,RIDGE AV,73
37812,08/13/2018 12:00:00 AM,1938,Mon,24,Black,Female,0,HOWARD ST/CHICAGO AV,
37811,08/13/2018 12:00:00 AM,1955,Mon,19,Black,Male,800,RIDGE AV/WASHINGTON ST,71
37806,08/13/2018 12:00:00 AM,1450,Mon,64,White,Male,1700,MCCORMICK BL/PRAIRIE AV,75
37805,08/13/2018 12:00:00 AM,1744,Mon,21,Black,Male,1700,OAKTON ST,71
37803,08/13/2018 12:00:00 AM,1120,Mon,20,White,Female,3400,COLFAX PL/CRAWFORD AV,75
37802,08/13/2018 12:00:00 AM,1022,Mon,33,White,Male,1200,GROVE ST/RIDGE AV,73
37801,08/13/2018 12:00:00 AM,955,Mon,38,Black,Female,1100,WASHINGTON ST/RIDGE AV,72
37800,08/13/2018 12:00:00 AM,923,Mon,65,White,Female,300,CHICAGO AV,78
37799,08/13/2018 12:00:00 AM,1114,Mon,46,White,Male,1800,RIDGE AV,77
37797,08/13/2018 12:00:00 AM,2046,Mon,23,Black,Female,400,ASBURY AV,78
37796,08/13/2018 12:00:00 AM,812,Mon,35,Black,Male,1200,RIDGE AV,73
37795,08/13/2018 12:00:00 AM,943,Mon,42,White,Male,1100,MAIN ST/RIDGE AV,72
37794,08/13/2018 12:00:00 AM,1019,Mon,33,Black,Male,500,DEWEY AV/OAKTON ST,71
37793,08/13/2018 12:00:00 AM,803,Mon,55,White,Female,2300,HARTREY AV,75
37809,08/13/2018 12:00:00 AM,1909,Mon,23,White,Male,1400,BROWN AV/GREENWOOD ST,74
37808,08/13/2018 12:00:00 AM,1902,Mon,54,White,Male,2000,GRANT ST/BROWN AV,75
37807,08/13/2018 12:00:00 AM,1827,Mon,47,White,Male,2300,LINCOLN ST/ELM AV,75
37782,08/12/2018 12:00:00 AM,211,Sun,26,Asian,Male,1600,CHICAGO AV/DAVIS ST,73
37757,08/12/2018 12:00:00 AM,1524,Sun,60,White,Male,1600,DEMPSTER ST,74
37753,08/12/2018 12:00:00 AM,1529,Sun,45,Black,Male,1000,GROVE ST,73
37752,08/12/2018 12:00:00 AM,503,Sun,23,Black,Male,1300,ASBURY AV/DEMPSTER ST,74
37751,08/12/2018 12:00:00 AM,4,Sun,22,Black,Male,2300,CHURCH ST/PITNER AV,77
37783,08/12/2018 12:00:00 AM,743,Sun,22,White,Female,500,SHERIDAN SQ,72
37750,08/12/2018 12:00:00 AM,2337,Sun,18,Black,Male,1000,HULL TER/RIDGE AV,78
37749,08/12/2018 12:00:00 AM,2145,Sun,30,Black,Female,1500,ASBURY AV/GROVE ST,74
37748,08/12/2018 12:00:00 AM,1758,Sun,44,White,Female,600,DEMPSTER ST,73
37747,08/12/2018 12:00:00 AM,1051,Sun,64,White,Male,,W HOWARD ST/N WESTERN AV,
37746,08/12/2018 12:00:00 AM,401,Sun,34,Hispanic,Male,2200,DEMPSTER ST/HARTREY AV,74
37792,08/12/2018 12:00:00 AM,1805,Sun,31,White,Male,1900,MAPLE AV,76
37791,08/12/2018 12:00:00 AM,103,Sun,37,White,Female,,W HOWARD ST/N WESTERN AV,
37778,08/11/2018 12:00:00 AM,111,Sat,29,Hispanic,Male,,N RIDGE BL/W FARGO AV,
37772,08/11/2018 12:00:00 AM,12,Sat,29,Asian,Male,1400,OAKTON ST/WESLEY AV,
37790,08/11/2018 12:00:00 AM,1402,Sat,18,White,Female,1100,RIDGE AV/GREENLEAF ST,
37760,08/11/2018 12:00:00 AM,1534,Sat,48,White,Female,1200,LAKE ST/RIDGE AV,73
37756,08/11/2018 12:00:00 AM,2330,Sat,27,Black,Male,800,HOWARD ST,78
37755,08/11/2018 12:00:00 AM,1345,Sat,39,Black,Female,1000,RIDGE CT,
37754,08/11/2018 12:00:00 AM,1020,Sat,28,Black,Female,400,DODGE AV/KIRK ST,71
37743,08/11/2018 12:00:00 AM,1711,Sat,51,White,Male,,DEMPSTER ST/MC CORMICK BL,
37771,08/11/2018 12:00:00 AM,32,Sat,32,Black,Male,900,CHICAGO AV,72
37789,08/11/2018 12:00:00 AM,1244,Sat,63,White,Male,900,DAVIS ST/BENSON AV,73
37788,08/11/2018 12:00:00 AM,1135,Sat,49,White,Female,1800,RIDGE AV/CLARK ST,76
37787,08/11/2018 12:00:00 AM,1007,Sat,43,Black,Female,2200,OAKTON ST,71
37786,08/11/2018 12:00:00 AM,922,Sat,51,White,Male,7400,N RIDGE BL,
37785,08/11/2018 12:00:00 AM,859,Sat,26,White,Female,7400,N RIDGE BL,
37784,08/11/2018 12:00:00 AM,1231,Sat,46,White,Male,1100,ASBURY AV/CRAIN ST,
37781,08/11/2018 12:00:00 AM,316,Sat,51,Asian,Male,1600,SHERMAN AV,73
37780,08/11/2018 12:00:00 AM,1536,Sat,21,Black,Male,500,CUSTER AV/SOUTH BL,72
37779,08/11/2018 12:00:00 AM,108,Sat,28,White,Female,,R535704 GREENBAY/LIVINGSTON,
37745,08/11/2018 12:00:00 AM,1929,Sat,48,Hispanic,Male,,MC CORMICK BL/HOWARD ST,99
37742,08/11/2018 12:00:00 AM,1235,Sat,24,White,Male,1400,SHERMAN AV/LAKE ST,73
37744,08/11/2018 12:00:00 AM,1622,Sat,34,Black,Male,100,CUSTER AV,78
37740,08/10/2018 12:00:00 AM,1557,Fri,35,Black,Male,2200,GREENWOOD ST,74
37719,08/10/2018 12:00:00 AM,28,Fri,20,White,Female,1300,OAKTON ST/ASBURY AV,71
37720,08/10/2018 12:00:00 AM,208,Fri,21,Black,Female,,DODGE AV/WASHINGTON ST,
37728,08/10/2018 12:00:00 AM,23,Fri,45,Black,Female,1000,DEWEY AV/LEE ST,74
37729,08/10/2018 12:00:00 AM,30,Fri,20,Black,Female,2400,MAIN ST,71
37730,08/10/2018 12:00:00 AM,128,Fri,52,White,Male,1200,OAKTON ST/BARTON AV,71
37736,08/10/2018 12:00:00 AM,105,Fri,39,Black,Male,,W HOWARD ST/N MARSHFIELD AV,
37737,08/10/2018 12:00:00 AM,433,Fri,37,Black,Female,100,ELMWOOD AV,78
37738,08/10/2018 12:00:00 AM,1049,Fri,29,White,Female,1900,SHERMAN AV,76
37739,08/10/2018 12:00:00 AM,1922,Fri,55,White,Female,1400,RIDGE AV,74
37741,08/10/2018 12:00:00 AM,2314,Fri,37,Black,Male,700,OAKTON ST,78
37761,08/10/2018 12:00:00 AM,1301,Fri,41,White,Male,1000,RIDGE AV,
37762,08/10/2018 12:00:00 AM,1936,Fri,22,Asian,Female,1700,ASBURY AV,77
37763,08/10/2018 12:00:00 AM,2257,Fri,29,White,Male,500,SHERIDAN RD,
37764,08/10/2018 12:00:00 AM,2333,Fri,69,White,Male,800,SHERIDAN RD/KEDZIE ST,72
37765,08/10/2018 12:00:00 AM,1241,Fri,42,White,Female,800,CENTRAL ST/SHERMAN AV,76
37766,08/10/2018 12:00:00 AM,1237,Fri,55,White,Female,1000,RIDGE AV/LEE ST,72
37767,08/10/2018 12:00:00 AM,1600,Fri,50,White,Female,900,GROVE ST,73
37768,08/10/2018 12:00:00 AM,2156,Fri,18,White,Female,700,CHICAGO AV,72
37769,08/10/2018 12:00:00 AM,2219,Fri,16,White,Male,300,SHERIDAN RD,
37770,08/10/2018 12:00:00 AM,2359,Fri,29,White,Male,2300,W HOWARD ST,
37773,08/10/2018 12:00:00 AM,819,Fri,38,White,Male,2100,GREENWOOD ST,
37774,08/10/2018 12:00:00 AM,901,Fri,38,Black,Male,1700,HOWARD ST,
37775,08/10/2018 12:00:00 AM,1304,Fri,54,White,Female,1000,GROVE ST/ASBURY AV,
37776,08/10/2018 12:00:00 AM,2248,Fri,28,White,Male,400,SHERIDAN RD,
37777,08/10/2018 12:00:00 AM,2332,Fri,20,White,Male,200,ASBURY AV,71
37727,08/09/2018 12:00:00 AM,1122,Thu,26,White,Female,1100,CHURCH ST,
37712,08/09/2018 12:00:00 AM,958,Thu,43,White,Male,1900,MULFORD ST/DODGE AV,71
37711,08/09/2018 12:00:00 AM,925,Thu,51,White,Female,1400,OAKTON ST,71
37710,08/09/2018 12:00:00 AM,127,Thu,45,White,Male,1400,CHURCH ST,77
37715,08/09/2018 12:00:00 AM,745,Thu,24,White,Female,1000,RIDGE AV,74
37716,08/09/2018 12:00:00 AM,1025,Thu,35,White,Female,2100,MCDANIEL AV,75
37759,08/09/2018 12:00:00 AM,858,Thu,31,White,Male,1800,RIDGE AV,77
37673,08/09/2018 12:00:00 AM,757,Thu,42,White,Male,1000,RIDGE AV,74
37731,08/09/2018 12:00:00 AM,2354,Thu,18,White,Male,2800,GREEN BAY RD/ISABELLA ST,
37732,08/09/2018 12:00:00 AM,949,Thu,18,White,Female,1500,CHURCH ST/ASHLAND AV,77
37702,08/09/2018 12:00:00 AM,716,Thu,48,White,Female,1100,RIDGE AV,74
37701,08/09/2018 12:00:00 AM,659,Thu,43,White,Female,1100,RIDGE AV,74
37700,08/09/2018 12:00:00 AM,229,Thu,29,White,Female,,N PAULINA ST/W JARVIS AV,
37733,08/09/2018 12:00:00 AM,1254,Thu,22,White,Female,1900,SHERMAN AV/EMERSON ST,76
37698,08/09/2018 12:00:00 AM,741,Thu,31,White,Male,1700,MAIN ST,71
37697,08/09/2018 12:00:00 AM,308,Thu,30,Black,Female,1600,CHICAGO AV,73
37734,08/09/2018 12:00:00 AM,1135,Thu,29,White,Male,1800,MAPLE AV,
37735,08/09/2018 12:00:00 AM,1157,Thu,31,Black,Male,1300,GROVE ST/ASBURY AV,74
37672,08/09/2018 12:00:00 AM,707,Thu,36,Black,Female,900,RIDGE AV/MAIN ST,72
37671,08/09/2018 12:00:00 AM,135,Thu,21,Black,Male,,FORTEST/SOUTH,
37717,08/09/2018 12:00:00 AM,1104,Thu,23,Black,Female,9500,CRAWFORD AV,
37718,08/09/2018 12:00:00 AM,2348,Thu,70,White,Male,1500,ASBURY AV/GROVE ST,74
37692,08/09/2018 12:00:00 AM,211,Thu,24,Asian,Male,600,HOWARD ST,78
37707,08/09/2018 12:00:00 AM,648,Thu,38,White,Male,1100,RIDGE AV/GREENLEAF ST,73
37706,08/09/2018 12:00:00 AM,126,Thu,29,Black,Male,600,HULL TER/CALLAN AV,78
37714,08/09/2018 12:00:00 AM,723,Thu,59,White,Female,1000,RIDGE AV,74
37670,08/09/2018 12:00:00 AM,3,Thu,43,White,Male,1800,BENSON AV/CLARK ST,76
37713,08/09/2018 12:00:00 AM,1118,Thu,50,White,Male,1600,RIDGE AV/DAVIS ST,73
37689,08/09/2018 12:00:00 AM,734,Thu,,Black,Male,2300,LAKE ST,74
37688,08/09/2018 12:00:00 AM,733,Thu,49,White,Female,,RIDGE AV/DEMPSTER ST,73
37721,08/09/2018 12:00:00 AM,840,Thu,34,Black,Female,1200,LAKE ST/RIDGE AV,73
37722,08/09/2018 12:00:00 AM,855,Thu,54,Asian,Female,2600,HARTREY AV/CENTRAL ST,
37723,08/09/2018 12:00:00 AM,1055,Thu,67,White,Male,1900,CENTRAL ST/GREEN BAY RD,75
37724,08/09/2018 12:00:00 AM,906,Thu,41,Black,Female,1500,MAPLE AV,73
37682,08/09/2018 12:00:00 AM,736,Thu,55,White,Male,1100,GREENLEAF ST,72
37725,08/09/2018 12:00:00 AM,815,Thu,24,White,Male,1000,MAIN ST,72
37691,08/09/2018 12:00:00 AM,103,Thu,45,Black,Male,1100,HOWARD ST,78
37726,08/09/2018 12:00:00 AM,1038,Thu,69,White,Female,2000,MCDANIEL AV,
37680,08/08/2018 12:00:00 AM,2335,Wed,32,White,Female,,SHERIDAN RD/HAVEN ST,76
37709,08/08/2018 12:00:00 AM,1942,Wed,30,White,Female,1000,HOWARD ST,
37708,08/08/2018 12:00:00 AM,1626,Wed,29,Black,Male,1700,DODGE AV,77
37705,08/08/2018 12:00:00 AM,1833,Wed,39,Asian,Male,2600,BRYANT AV/CENTRAL ST,75
37690,08/08/2018 12:00:00 AM,1512,Wed,24,White,Female,1100,CHICAGO AV/GREENLEAF ST,73
37687,08/08/2018 12:00:00 AM,2306,Wed,61,White,Female,800,GROVE ST,73
37686,08/08/2018 12:00:00 AM,1745,Wed,47,White,Male,2100,COLFAX ST/GREY AV,75
37685,08/08/2018 12:00:00 AM,1711,Wed,46,White,Male,2100,HOWARD ST,71
37683,08/08/2018 12:00:00 AM,2114,Wed,20,Black,Male,2500,EMERSON ST/LELAND AV,77
37681,08/08/2018 12:00:00 AM,1719,Wed,44,White,Female,2300,PAYNE ST,75
37679,08/08/2018 12:00:00 AM,1610,Wed,26,Black,Female,,W JONQUIL TER/N SHERIDAN RD,
37678,08/08/2018 12:00:00 AM,1544,Wed,26,White,Female,1100,LEE ST/RIDGE AV,72
37677,08/08/2018 12:00:00 AM,1525,Wed,41,White,Male,1000,DEMPSTER ST/MAPLE AV,73
37676,08/08/2018 12:00:00 AM,2051,Wed,54,White,Female,3000,GRANT ST/MARCY AV,75
37675,08/08/2018 12:00:00 AM,2035,Wed,25,White,Male,2400,CENTRAL ST,75
37674,08/08/2018 12:00:00 AM,1650,Wed,63,White,Male,900,LEE ST,72
37704,08/08/2018 12:00:00 AM,1736,Wed,64,White,Male,1700,ORRINGTON AV,76
37703,08/08/2018 12:00:00 AM,1640,Wed,29,Black,Male,,W JUNEWAY TER/N SHERIDAN RD,
37699,08/08/2018 12:00:00 AM,1623,Wed,29,White,Female,900,MULFORD ST/RIDGE AV,78
37696,08/08/2018 12:00:00 AM,1907,Wed,27,Black,Female,1300,EMERSON ST/ASBURY AV,77
37695,08/08/2018 12:00:00 AM,1832,Wed,25,Black,Female,700,SEWARD ST/CUSTER AV,72
37694,08/08/2018 12:00:00 AM,1608,Wed,53,White,Female,2000,BRIDGE ST/MCCORMICK BL,75
37693,08/08/2018 12:00:00 AM,1601,Wed,74,Asian,Male,300,MAIN ST/FOREST AV,72
37684,08/08/2018 12:00:00 AM,1659,Wed,39,White,Male,0,HOWARD ST/GREY AV,
37669,08/08/2018 12:00:00 AM,1619,Wed,24,Black,Male,,RIDGE AV/AUSTIN ST,78
37668,08/08/2018 12:00:00 AM,1541,Wed,31,White,Male,900,CHICAGO AV,72
37667,08/08/2018 12:00:00 AM,1725,Wed,37,White,Male,1300,NOYES ST/ASBURY AV,
37666,08/08/2018 12:00:00 AM,1652,Wed,23,Black,Male,800,DODGE AV,71
37665,08/08/2018 12:00:00 AM,1630,Wed,20,White,Female,1800,EMERSON ST,
37664,08/08/2018 12:00:00 AM,1525,Wed,27,Black,Female,900,CHICAGO AV,72
37663,08/08/2018 12:00:00 AM,1504,Wed,32,White,Male,1300,HOWARD ST,71
