Citation Number,Citation Date,Citation Time,Day of the Week,Age,Race,Sex,Police Beat
SE587057,12/19/2018 12:00:00 AM,1739,Wed,21,White,Male,
SE587056,12/19/2018 12:00:00 AM,1741,Wed,20,White,Male,
SE587054,12/19/2018 12:00:00 AM,1648,Wed,47,White,Female,
SE587051,12/19/2018 12:00:00 AM,1241,Wed,21,White,Male,
SE587048,12/19/2018 12:00:00 AM,1241,Wed,21,White,Male,
SE587043,12/19/2018 12:00:00 AM,1054,Wed,21,Black,Female,
SE587038,12/19/2018 12:00:00 AM,1015,Wed,64,Asian,Male,
SE587037,12/19/2018 12:00:00 AM,959,Wed,55,White,Female,
SE587035,12/19/2018 12:00:00 AM,858,Wed,34,White,Female,
SE587034,12/19/2018 12:00:00 AM,846,Wed,46,White,Male,
SE587032,12/19/2018 12:00:00 AM,829,Wed,36,Black,Male,
SE587031,12/19/2018 12:00:00 AM,821,Wed,53,White,Female,
SE587039,12/19/2018 12:00:00 AM,1027,Wed,40,White,Male,
SE587036,12/19/2018 12:00:00 AM,949,Wed,64,White,Female,
SE587033,12/19/2018 12:00:00 AM,836,Wed,39,White,Male,
E202037,12/19/2018 12:00:00 AM,1429,Wed,35,Black,Female,
E202042,12/19/2018 12:00:00 AM,2109,Wed,80,White,Female,
YE721313,12/19/2018 12:00:00 AM,919,Wed,21,White,Female,
YE721559,12/19/2018 12:00:00 AM,218,Wed,21,White,Male,
YE738940,12/19/2018 12:00:00 AM,1742,Wed,64,Asian,Male,
YE739266,12/19/2018 12:00:00 AM,919,Wed,21,White,Female,
SE587061,12/19/2018 12:00:00 AM,2139,Wed,23,White,Female,
SE587029,12/19/2018 12:00:00 AM,807,Wed,44,White,Male,
EV83502,12/19/2018 12:00:00 AM,1441,Wed,45,White,Male,
E202046,12/19/2018 12:00:00 AM,2351,Wed,24,Asian,Female,
E202045,12/19/2018 12:00:00 AM,2211,Wed,29,Asian,Male,
E202044,12/19/2018 12:00:00 AM,2207,Wed,34,Black,Male,
YE721449,12/19/2018 12:00:00 AM,2345,Wed,23,Black,Male,
YE721450,12/19/2018 12:00:00 AM,2345,Wed,23,Black,Male,
E202043,12/19/2018 12:00:00 AM,2133,Wed,26,White,Female,
E202041,12/19/2018 12:00:00 AM,1726,Wed,31,Asian,Male,
E202040,12/19/2018 12:00:00 AM,1506,Wed,52,White,Female,
E202039,12/19/2018 12:00:00 AM,1451,Wed,40,White,Male,
E202038,12/19/2018 12:00:00 AM,1442,Wed,67,White,Male,
SE587060,12/19/2018 12:00:00 AM,2139,Wed,23,White,Female,
YE738872,12/19/2018 12:00:00 AM,1216,Wed,56,White,Female,
SE587059,12/19/2018 12:00:00 AM,2121,Wed,25,White,Male,
SE587055,12/19/2018 12:00:00 AM,1655,Wed,69,Black,Male,
SE587053,12/19/2018 12:00:00 AM,1542,Wed,29,White,Male,
SE587070,12/19/2018 12:00:00 AM,2233,Wed,40,Black,Female,
SE587052,12/19/2018 12:00:00 AM,1542,Wed,29,White,Male,
SE587050,12/19/2018 12:00:00 AM,1330,Wed,32,White,Male,
SE587067,12/19/2018 12:00:00 AM,2233,Wed,34,Black,Female,
SE587066,12/19/2018 12:00:00 AM,2233,Wed,34,Black,Female,
SE587065,12/19/2018 12:00:00 AM,2342,Wed,34,Black,Female,
SE587049,12/19/2018 12:00:00 AM,1330,Wed,32,White,Male,
SE587047,12/19/2018 12:00:00 AM,1105,Wed,47,Black,Male,
SE587046,12/19/2018 12:00:00 AM,1105,Wed,47,Black,Male,
SE587045,12/19/2018 12:00:00 AM,1105,Wed,47,Black,Male,
SE587044,12/19/2018 12:00:00 AM,1106,Wed,45,White,Female,
SE587042,12/19/2018 12:00:00 AM,1046,Wed,29,White,Female,
SE587063,12/19/2018 12:00:00 AM,2321,Wed,42,Black,Female,
SE587041,12/19/2018 12:00:00 AM,1027,Wed,40,White,Male,
SE587040,12/19/2018 12:00:00 AM,1027,Wed,40,White,Male,
SE587064,12/19/2018 12:00:00 AM,2333,Wed,48,White,Male,
SE587062,12/19/2018 12:00:00 AM,2205,Wed,33,White,Male,
YE721027,12/19/2018 12:00:00 AM,1855,Wed,40,White,Male,
YE721028,12/19/2018 12:00:00 AM,1855,Wed,40,White,Male,
SE587025,12/18/2018 12:00:00 AM,1529,Tue,62,Asian,Male,
SE587027,12/18/2018 12:00:00 AM,1641,Tue,18,White,Male,
E202031,12/18/2018 12:00:00 AM,1038,Tue,46,Black,Female,
E202032,12/18/2018 12:00:00 AM,1055,Tue,75,White,Male,
E202033,12/18/2018 12:00:00 AM,1100,Tue,67,White,Male,
SE587002,12/18/2018 12:00:00 AM,730,Tue,27,Black,Male,
E202034,12/18/2018 12:00:00 AM,1108,Tue,44,White,Female,
YE739238,12/18/2018 12:00:00 AM,1650,Tue,58,Black,Male,
E202027,12/18/2018 12:00:00 AM,832,Tue,29,White,Male,
E202028,12/18/2018 12:00:00 AM,909,Tue,53,White,Male,
E202029,12/18/2018 12:00:00 AM,915,Tue,50,White,Female,
SE587001,12/18/2018 12:00:00 AM,715,Tue,31,Asian,Male,
E202035,12/18/2018 12:00:00 AM,1503,Tue,21,White,Male,
E202030,12/18/2018 12:00:00 AM,1042,Tue,65,White,Male,
SE587000,12/18/2018 12:00:00 AM,704,Tue,27,White,Female,
SE587019,12/18/2018 12:00:00 AM,1029,Tue,64,White,Female,
SE587018,12/18/2018 12:00:00 AM,1026,Tue,72,White,Male,
SE587017,12/18/2018 12:00:00 AM,945,Tue,56,White,Female,
SE587016,12/18/2018 12:00:00 AM,937,Tue,26,White,Male,
SE587015,12/18/2018 12:00:00 AM,928,Tue,46,White,Female,
SE587014,12/18/2018 12:00:00 AM,928,Tue,46,White,Female,
SE587028,12/18/2018 12:00:00 AM,1647,Tue,19,Asian,Female,
SE587024,12/18/2018 12:00:00 AM,1516,Tue,49,White,Male,
E202036,12/18/2018 12:00:00 AM,1619,Tue,29,White,Female,
SE587013,12/18/2018 12:00:00 AM,902,Tue,60,White,Female,
SE587012,12/18/2018 12:00:00 AM,902,Tue,60,White,Female,
SE587011,12/18/2018 12:00:00 AM,902,Tue,60,White,Female,
SE587010,12/18/2018 12:00:00 AM,828,Tue,29,Asian,Male,
SE587009,12/18/2018 12:00:00 AM,808,Tue,47,Black,Male,
SE587008,12/18/2018 12:00:00 AM,814,Tue,56,White,Female,
SE587007,12/18/2018 12:00:00 AM,808,Tue,47,Black,Male,
SE587006,12/18/2018 12:00:00 AM,808,Tue,47,Black,Male,
SE587005,12/18/2018 12:00:00 AM,801,Tue,38,White,Male,
SE587004,12/18/2018 12:00:00 AM,751,Tue,47,Black,Female,
SE587003,12/18/2018 12:00:00 AM,740,Tue,32,Asian,Male,
SE587020,12/18/2018 12:00:00 AM,1049,Tue,47,Black,Male,
SE587021,12/18/2018 12:00:00 AM,1046,Tue,61,Black,Male,
SE587022,12/18/2018 12:00:00 AM,1046,Tue,61,Black,Male,
SE587023,12/18/2018 12:00:00 AM,1106,Tue,52,White,Female,
SE587026,12/18/2018 12:00:00 AM,1529,Tue,62,Asian,Male,
YE738999,12/17/2018 12:00:00 AM,1525,Mon,28,,Female,71
E202025,12/17/2018 12:00:00 AM,1704,Mon,45,White,Male,
EV-82722,12/17/2018 12:00:00 AM,430,Mon,52,White,Female,71
EV-86454,12/17/2018 12:00:00 AM,1330,Mon,60,White,Male,74
EV-87301,12/17/2018 12:00:00 AM,446,Mon,34,White,Female,71
EV-87302,12/17/2018 12:00:00 AM,500,Mon,32,White,Female,71
EV-87303,12/17/2018 12:00:00 AM,511,Mon,31,White,Female,71
EV82721,12/17/2018 12:00:00 AM,419,Mon,41,Black,Male,71
EV82731,12/17/2018 12:00:00 AM,1430,Mon,39,White,Female,71
EV82732,12/17/2018 12:00:00 AM,1437,Mon,24,White,,71
EV82733,12/17/2018 12:00:00 AM,1446,Mon,63,Black,Male,71
EV82734,12/17/2018 12:00:00 AM,1500,Mon,25,Black,Female,71
EV82735,12/17/2018 12:00:00 AM,1510,Mon,30,White,Female,71
EV82736,12/17/2018 12:00:00 AM,1555,Mon,24,Black,Female,
EV82737,12/17/2018 12:00:00 AM,1600,Mon,22,Black,Male,
EV84940,12/17/2018 12:00:00 AM,919,Mon,67,White,Male,
EV84941,12/17/2018 12:00:00 AM,940,Mon,36,White,Male,
EV86160,12/17/2018 12:00:00 AM,2342,Mon,18,White,Male,77
EV87366,12/17/2018 12:00:00 AM,1420,Mon,28,White,Male,
EV87368,12/17/2018 12:00:00 AM,1551,Mon,58,White,Male,71
SE586976,12/17/2018 12:00:00 AM,1220,Mon,52,White,Male,
SE586977,12/17/2018 12:00:00 AM,1228,Mon,54,Black,Female,
SE586978,12/17/2018 12:00:00 AM,1457,Mon,38,White,Male,
SE586979,12/17/2018 12:00:00 AM,1457,Mon,38,White,Male,
SE586990,12/17/2018 12:00:00 AM,1628,Mon,42,White,Male,
SE586991,12/17/2018 12:00:00 AM,1628,Mon,42,White,Male,
SE586993,12/17/2018 12:00:00 AM,1628,Mon,42,White,Male,
SE586994,12/17/2018 12:00:00 AM,1628,Mon,42,White,Male,
SE586995,12/17/2018 12:00:00 AM,1700,Mon,24,White,Male,
SE586996,12/17/2018 12:00:00 AM,1700,Mon,24,White,Male,
YE738989,12/17/2018 12:00:00 AM,742,Mon,61,White,Female,
YE738990,12/17/2018 12:00:00 AM,754,Mon,50,White,Male,
YE738991,12/17/2018 12:00:00 AM,803,Mon,24,White,Male,
YE738992,12/17/2018 12:00:00 AM,813,Mon,69,White,Male,
E202022,12/17/2018 12:00:00 AM,1645,Mon,30,White,Female,
YE721632,12/17/2018 12:00:00 AM,309,Mon,33,,Female,
YE721631,12/17/2018 12:00:00 AM,1433,Mon,42,,Male,
YE739421,12/17/2018 12:00:00 AM,1643,Mon,52,Unknown,Male,71
E202021,12/17/2018 12:00:00 AM,1645,Mon,35,White,Female,
YE739604,12/17/2018 12:00:00 AM,1620,Mon,40,,Male,
YE739420,12/17/2018 12:00:00 AM,1607,Mon,46,White,Female,71
YE739239,12/17/2018 12:00:00 AM,1757,Mon,53,White,Female,
E202020,12/17/2018 12:00:00 AM,1640,Mon,45,Black,Female,
E202017,12/17/2018 12:00:00 AM,1626,Mon,58,White,Male,
E202014,12/17/2018 12:00:00 AM,1605,Mon,50,White,Female,
E202013,12/17/2018 12:00:00 AM,1608,Mon,31,White,Female,
E202012,12/17/2018 12:00:00 AM,1604,Mon,27,White,Female,
E202011,12/17/2018 12:00:00 AM,1605,Mon,17,White,Female,
E202008,12/17/2018 12:00:00 AM,1551,Mon,34,Black,Male,
E202007,12/17/2018 12:00:00 AM,1539,Mon,47,White,Female,
E202006,12/17/2018 12:00:00 AM,1532,Mon,65,White,Male,
E202004,12/17/2018 12:00:00 AM,1526,Mon,29,Black,Female,
E202003,12/17/2018 12:00:00 AM,1526,Mon,28,White,Male,
E202002,12/17/2018 12:00:00 AM,1516,Mon,56,White,Female,
E201997,12/17/2018 12:00:00 AM,1505,Mon,46,White,Male,
E201995,12/17/2018 12:00:00 AM,1451,Mon,52,Black,Male,
E201993,12/17/2018 12:00:00 AM,1449,Mon,52,White,Female,
E201991,12/17/2018 12:00:00 AM,1439,Mon,46,Black,Male,
E201990,12/17/2018 12:00:00 AM,1435,Mon,41,White,Female,
E201989,12/17/2018 12:00:00 AM,1431,Mon,23,White,Female,
E201988,12/17/2018 12:00:00 AM,1428,Mon,39,White,Male,
E201987,12/17/2018 12:00:00 AM,1426,Mon,37,White,Male,
E201986,12/17/2018 12:00:00 AM,1420,Mon,65,Black,Male,
E201985,12/17/2018 12:00:00 AM,1400,Mon,54,White,Female,
E201984,12/17/2018 12:00:00 AM,1301,Mon,32,White,Male,
E201983,12/17/2018 12:00:00 AM,1023,Mon,35,White,Female,
E201981,12/17/2018 12:00:00 AM,928,Mon,56,White,Male,
SE586999,12/17/2018 12:00:00 AM,1710,Mon,36,White,Female,
SE586998,12/17/2018 12:00:00 AM,1710,Mon,36,White,Female,
SE586997,12/17/2018 12:00:00 AM,1710,Mon,36,White,Female,
SE586992,12/17/2018 12:00:00 AM,1630,Mon,42,White,Female,
SE586989,12/17/2018 12:00:00 AM,1616,Mon,36,Black,Male,
SE586988,12/17/2018 12:00:00 AM,1616,Mon,36,Black,Male,
SE586987,12/17/2018 12:00:00 AM,1544,Mon,26,White,Male,
SE586986,12/17/2018 12:00:00 AM,1547,Mon,22,White,Male,
SE586985,12/17/2018 12:00:00 AM,1544,Mon,26,White,Male,
SE586984,12/17/2018 12:00:00 AM,1539,Mon,29,White,Female,
SE586983,12/17/2018 12:00:00 AM,1520,Mon,75,White,Female,
SE586982,12/17/2018 12:00:00 AM,1520,Mon,75,White,Female,
SE586981,12/17/2018 12:00:00 AM,1520,Mon,75,White,Female,
SE586980,12/17/2018 12:00:00 AM,1458,Mon,42,White,Male,
SE586975,12/17/2018 12:00:00 AM,1041,Mon,32,Black,Female,
SE586974,12/17/2018 12:00:00 AM,958,Mon,55,White,Male,
E202024,12/17/2018 12:00:00 AM,1654,Mon,17,White,Male,
E202026,12/17/2018 12:00:00 AM,1717,Mon,61,White,Female,
E202023,12/17/2018 12:00:00 AM,1655,Mon,63,Black,Female,
E202019,12/17/2018 12:00:00 AM,1637,Mon,69,White,Male,
E202018,12/17/2018 12:00:00 AM,1634,Mon,33,White,Female,
E202016,12/17/2018 12:00:00 AM,1624,Mon,36,White,Male,
E202015,12/17/2018 12:00:00 AM,1612,Mon,58,White,Male,
E202010,12/17/2018 12:00:00 AM,1559,Mon,61,White,Male,
E202009,12/17/2018 12:00:00 AM,1558,Mon,33,Black,Female,
E202005,12/17/2018 12:00:00 AM,1531,Mon,71,Black,Female,
E202001,12/17/2018 12:00:00 AM,1518,Mon,58,White,Male,
E202000,12/17/2018 12:00:00 AM,1513,Mon,34,White,Male,
E201999,12/17/2018 12:00:00 AM,1508,Mon,47,,Female,
E201998,12/17/2018 12:00:00 AM,1504,Mon,52,Black,Male,
E201996,12/17/2018 12:00:00 AM,1548,Mon,47,Black,Male,
E201994,12/17/2018 12:00:00 AM,1450,Mon,40,Black,Female,
E201992,12/17/2018 12:00:00 AM,1442,Mon,37,Black,Female,
E201982,12/17/2018 12:00:00 AM,1013,Mon,51,White,Male,
E201980,12/17/2018 12:00:00 AM,833,Mon,40,White,Female,
E201979,12/17/2018 12:00:00 AM,815,Mon,59,White,Male,
YE738993,12/17/2018 12:00:00 AM,831,Mon,37,Black,Female,
YE738994,12/17/2018 12:00:00 AM,852,Mon,44,Asian,Male,
YE738995,12/17/2018 12:00:00 AM,957,Mon,52,White,Female,
YE738996,12/17/2018 12:00:00 AM,1026,Mon,70,White,Female,
YE738997,12/17/2018 12:00:00 AM,1026,Mon,38,White,Female,75
YE738998,12/17/2018 12:00:00 AM,1525,Mon,28,,Female,71
YE739237,12/17/2018 12:00:00 AM,1757,Mon,53,White,Female,
SE586971,12/16/2018 12:00:00 AM,1856,Sun,39,White,Male,
SE586951,12/16/2018 12:00:00 AM,641,Sun,18,White,Male,
SE586952,12/16/2018 12:00:00 AM,641,Sun,18,White,Male,
E201975,12/16/2018 12:00:00 AM,1531,Sun,24,White,Male,
E201976,12/16/2018 12:00:00 AM,1541,Sun,58,Black,Male,
E201977,12/16/2018 12:00:00 AM,1551,Sun,50,White,Female,
E201978,12/16/2018 12:00:00 AM,1626,Sun,41,White,Female,
EV86819,12/16/2018 12:00:00 AM,2018,Sun,25,Black,Male,
SE586953,12/16/2018 12:00:00 AM,654,Sun,27,Black,Male,
SE586954,12/16/2018 12:00:00 AM,654,Sun,27,Black,Male,
SE586955,12/16/2018 12:00:00 AM,828,Sun,28,White,Male,
SE586958,12/16/2018 12:00:00 AM,1405,Sun,38,Asian,Female,
SE586959,12/16/2018 12:00:00 AM,1421,Sun,27,White,Male,
SE586960,12/16/2018 12:00:00 AM,1434,Sun,27,White,Male,
SE586961,12/16/2018 12:00:00 AM,1445,Sun,28,White,Female,
SE586962,12/16/2018 12:00:00 AM,1457,Sun,54,Asian,Female,
SE586963,12/16/2018 12:00:00 AM,1503,Sun,39,White,Female,
SE586964,12/16/2018 12:00:00 AM,1520,Sun,63,White,Male,
SE586965,12/16/2018 12:00:00 AM,1531,Sun,60,White,Female,
SE586966,12/16/2018 12:00:00 AM,1539,Sun,24,Black,Male,
SE586967,12/16/2018 12:00:00 AM,1636,Sun,56,White,Female,
SE586968,12/16/2018 12:00:00 AM,1659,Sun,56,Black,Male,
SE586969,12/16/2018 12:00:00 AM,1659,Sun,56,Black,Male,
SE586970,12/16/2018 12:00:00 AM,1839,Sun,26,White,Female,
SE586972,12/16/2018 12:00:00 AM,2014,Sun,43,Asian,Female,
SE586973,12/16/2018 12:00:00 AM,2048,Sun,26,Asian,Male,
SE586937,12/15/2018 12:00:00 AM,1029,Sat,25,Black,Female,
YE739566,12/15/2018 12:00:00 AM,755,Sat,23,White,Female,
YE739567,12/15/2018 12:00:00 AM,755,Sat,23,White,Female,
SE586935,12/15/2018 12:00:00 AM,1029,Sat,25,Black,Female,
SE586932,12/15/2018 12:00:00 AM,946,Sat,72,White,Male,
SE586950,12/15/2018 12:00:00 AM,2139,Sat,16,White,Male,
SE586945,12/15/2018 12:00:00 AM,1726,Sat,30,White,Male,
SE586931,12/15/2018 12:00:00 AM,841,Sat,34,Black,Male,
SE586930,12/15/2018 12:00:00 AM,841,Sat,34,Black,Male,
SE586928,12/15/2018 12:00:00 AM,827,Sat,36,White,Female,
SE586927,12/15/2018 12:00:00 AM,808,Sat,68,White,Male,
SE586926,12/15/2018 12:00:00 AM,802,Sat,39,Black,Male,
SE586943,12/15/2018 12:00:00 AM,1322,Sat,30,White,Male,
SE586942,12/15/2018 12:00:00 AM,1322,Sat,30,White,Male,
SE586941,12/15/2018 12:00:00 AM,1114,Sat,58,Asian,Male,
SE586939,12/15/2018 12:00:00 AM,1046,Sat,29,White,Female,
SE586934,12/15/2018 12:00:00 AM,1015,Sat,59,Black,Female,
SE586933,12/15/2018 12:00:00 AM,1001,Sat,42,White,Male,
SE586949,12/15/2018 12:00:00 AM,2139,Sat,16,White,Male,
YE720834,12/15/2018 12:00:00 AM,1115,Sat,49,White,Male,
YE720835,12/15/2018 12:00:00 AM,1115,Sat,49,White,Male,
YE721203,12/15/2018 12:00:00 AM,1614,Sat,16,White,Female,75
SE586948,12/15/2018 12:00:00 AM,2101,Sat,18,Black,Female,
SE586924,12/15/2018 12:00:00 AM,735,Sat,35,White,Female,
EV86453,12/15/2018 12:00:00 AM,825,Sat,61,Black,Male,74
SE586946,12/15/2018 12:00:00 AM,1902,Sat,30,Asian,Female,
SE586944,12/15/2018 12:00:00 AM,1710,Sat,39,Black,Female,
SE586925,12/15/2018 12:00:00 AM,750,Sat,61,White,Male,
SE586947,12/15/2018 12:00:00 AM,2044,Sat,17,White,Male,
SE586923,12/15/2018 12:00:00 AM,722,Sat,37,White,Male,
SE586940,12/15/2018 12:00:00 AM,1105,Sat,51,Black,Male,
SE586938,12/15/2018 12:00:00 AM,1029,Sat,25,Black,Female,
SE586911,12/14/2018 12:00:00 AM,1428,Fri,57,White,Male,
YE738871,12/14/2018 12:00:00 AM,2144,Fri,18,White,Female,
E201962,12/14/2018 12:00:00 AM,1018,Fri,56,Black,Male,
E201963,12/14/2018 12:00:00 AM,1018,Fri,42,Black,Female,
E201964,12/14/2018 12:00:00 AM,1040,Fri,68,White,Female,
E201966,12/14/2018 12:00:00 AM,1052,Fri,64,White,Male,
E201967,12/14/2018 12:00:00 AM,1101,Fri,25,White,Male,
E201971,12/14/2018 12:00:00 AM,1310,Fri,65,White,Male,
E201973,12/14/2018 12:00:00 AM,1348,Fri,64,White,Male,
YE720833,12/14/2018 12:00:00 AM,1110,Fri,59,Black,Male,
YE721391,12/14/2018 12:00:00 AM,1615,Fri,34,White,Male,
SE586889,12/14/2018 12:00:00 AM,630,Fri,41,Black,Male,
SE586890,12/14/2018 12:00:00 AM,651,Fri,30,White,Female,
SE586891,12/14/2018 12:00:00 AM,715,Fri,71,White,Male,
SE586892,12/14/2018 12:00:00 AM,752,Fri,39,Black,Male,
SE586893,12/14/2018 12:00:00 AM,752,Fri,39,Black,Male,
SE586894,12/14/2018 12:00:00 AM,752,Fri,39,Black,Male,
SE586895,12/14/2018 12:00:00 AM,817,Fri,26,White,Male,
SE586896,12/14/2018 12:00:00 AM,817,Fri,26,White,Male,
SE586897,12/14/2018 12:00:00 AM,842,Fri,43,White,Male,
SE586902,12/14/2018 12:00:00 AM,958,Fri,22,Black,Male,
SE586903,12/14/2018 12:00:00 AM,958,Fri,22,Black,Male,
SE586904,12/14/2018 12:00:00 AM,1013,Fri,44,White,Female,
SE586905,12/14/2018 12:00:00 AM,1013,Fri,44,White,Female,
SE586906,12/14/2018 12:00:00 AM,1013,Fri,44,White,Female,
SE586907,12/14/2018 12:00:00 AM,1233,Fri,29,White,Female,
SE586908,12/14/2018 12:00:00 AM,1233,Fri,29,White,Female,
SE586909,12/14/2018 12:00:00 AM,1233,Fri,29,White,Female,
SE586910,12/14/2018 12:00:00 AM,1428,Fri,57,White,Male,
SE586913,12/14/2018 12:00:00 AM,1701,Fri,27,White,Female,
SE586919,12/14/2018 12:00:00 AM,2032,Fri,44,Black,Male,
E201961,12/14/2018 12:00:00 AM,912,Fri,44,White,Male,
E201965,12/14/2018 12:00:00 AM,1044,Fri,44,White,Male,
E201968,12/14/2018 12:00:00 AM,1118,Fri,75,White,Female,
E201969,12/14/2018 12:00:00 AM,1213,Fri,53,White,Male,
E201970,12/14/2018 12:00:00 AM,1221,Fri,33,White,Male,
E201972,12/14/2018 12:00:00 AM,1318,Fri,39,White,Female,
E201974,12/14/2018 12:00:00 AM,1408,Fri,30,White,Female,
SE586898,12/14/2018 12:00:00 AM,858,Fri,53,White,Male,
SE586899,12/14/2018 12:00:00 AM,930,Fri,54,White,Female,
SE586900,12/14/2018 12:00:00 AM,938,Fri,21,White,Female,
SE586901,12/14/2018 12:00:00 AM,950,Fri,67,Black,Female,
SE586912,12/14/2018 12:00:00 AM,1628,Fri,25,Black,Male,
SE586920,12/14/2018 12:00:00 AM,2051,Fri,35,Black,Male,
SE586921,12/14/2018 12:00:00 AM,2107,Fri,23,Black,Male,
SE586922,12/14/2018 12:00:00 AM,2135,Fri,25,White,Male,
SE586877,12/13/2018 12:00:00 AM,808,Thu,41,White,Female,
SE586876,12/13/2018 12:00:00 AM,717,Thu,25,White,Female,
YE739063,12/13/2018 12:00:00 AM,1530,Thu,34,White,Male,
SE586872,12/13/2018 12:00:00 AM,658,Thu,63,White,Male,
SE586873,12/13/2018 12:00:00 AM,714,Thu,29,Black,Male,
SE586874,12/13/2018 12:00:00 AM,714,Thu,29,Black,Male,
SE586875,12/13/2018 12:00:00 AM,717,Thu,25,White,Female,
YE739062,12/13/2018 12:00:00 AM,1530,Thu,34,White,Male,
YE739236,12/13/2018 12:00:00 AM,1527,Thu,72,White,Female,
SE586885,12/13/2018 12:00:00 AM,1702,Thu,72,Black,Male,
SE586871,12/13/2018 12:00:00 AM,657,Thu,45,Black,Female,
SE586886,12/13/2018 12:00:00 AM,1722,Thu,52,White,Male,
SE586888,12/13/2018 12:00:00 AM,1803,Thu,34,White,Male,
SE586879,12/13/2018 12:00:00 AM,1022,Thu,49,Black,Male,
SE586882,12/13/2018 12:00:00 AM,1331,Thu,48,White,Male,
SE586887,12/13/2018 12:00:00 AM,1733,Thu,33,Black,Male,
YE597287,12/13/2018 12:00:00 AM,2140,Thu,21,Black,Male,
YE738987,12/13/2018 12:00:00 AM,818,Thu,64,White,Male,
SE586884,12/13/2018 12:00:00 AM,1557,Thu,45,White,Male,
YE738988,12/13/2018 12:00:00 AM,818,Thu,64,White,Male,
SE586883,12/13/2018 12:00:00 AM,1557,Thu,45,White,Male,
SE586881,12/13/2018 12:00:00 AM,1316,Thu,27,Black,Male,
SE586880,12/13/2018 12:00:00 AM,1316,Thu,27,Black,Male,
SE586860,12/12/2018 12:00:00 AM,725,Wed,49,White,Male,
SE586868,12/12/2018 12:00:00 AM,1101,Wed,68,White,Male,
SE586867,12/12/2018 12:00:00 AM,1049,Wed,24,Black,Male,
SE586866,12/12/2018 12:00:00 AM,1033,Wed,44,Asian,Male,
SE586865,12/12/2018 12:00:00 AM,923,Wed,61,White,Female,
SE586864,12/12/2018 12:00:00 AM,918,Wed,55,White,Male,
EV81091,12/12/2018 12:00:00 AM,2330,Wed,48,White,Female,
SE586870,12/12/2018 12:00:00 AM,1123,Wed,59,White,Female,
YB584959,12/12/2018 12:00:00 AM,842,Wed,27,White,Male,
YE739254,12/12/2018 12:00:00 AM,324,Wed,24,Black,Male,
YE739461,12/12/2018 12:00:00 AM,1742,Wed,25,Black,Female,
YE739462,12/12/2018 12:00:00 AM,1742,Wed,25,Black,Female,
SE586863,12/12/2018 12:00:00 AM,837,Wed,48,White,Male,
SE586862,12/12/2018 12:00:00 AM,802,Wed,61,Asian,Male,
SE586861,12/12/2018 12:00:00 AM,740,Wed,32,White,Male,
E201960,12/12/2018 12:00:00 AM,1618,Wed,39,White,Female,
YE739463,12/12/2018 12:00:00 AM,1742,Wed,25,Black,Female,
SE586869,12/12/2018 12:00:00 AM,1123,Wed,59,White,Female,
EV87367,12/12/2018 12:00:00 AM,1540,Wed,55,Black,Female,71
SE586850,12/11/2018 12:00:00 AM,1613,Tue,50,White,Female,
SE586844,12/11/2018 12:00:00 AM,938,Tue,46,White,Male,
E201958,12/11/2018 12:00:00 AM,1843,Tue,76,Black,Male,
E201957,12/11/2018 12:00:00 AM,1800,Tue,26,White,Male,
E201955,12/11/2018 12:00:00 AM,1553,Tue,31,Black,Male,
E201953,12/11/2018 12:00:00 AM,1527,Tue,37,Black,Male,
E201954,12/11/2018 12:00:00 AM,1553,Tue,21,White,Male,
SE586849,12/11/2018 12:00:00 AM,1234,Tue,32,White,Male,
YE739253,12/11/2018 12:00:00 AM,132,Tue,24,White,Male,
YE739252,12/11/2018 12:00:00 AM,132,Tue,24,White,Male,
YE739251,12/11/2018 12:00:00 AM,132,Tue,24,White,Male,
YE739250,12/11/2018 12:00:00 AM,132,Tue,24,White,Male,
YE739249,12/11/2018 12:00:00 AM,132,Tue,24,White,Male,
SE586839,12/11/2018 12:00:00 AM,647,Tue,31,White,Male,
SE586840,12/11/2018 12:00:00 AM,647,Tue,31,White,Male,
SE586845,12/11/2018 12:00:00 AM,938,Tue,26,White,Male,
SE586852,12/11/2018 12:00:00 AM,1738,Tue,39,White,Female,
E201950,12/11/2018 12:00:00 AM,956,Tue,64,White,Female,
E201951,12/11/2018 12:00:00 AM,1503,Tue,62,White,Female,
YE721312,12/11/2018 12:00:00 AM,1106,Tue,39,Black,Female,
SE586856,12/11/2018 12:00:00 AM,2026,Tue,37,White,Male,
SE586854,12/11/2018 12:00:00 AM,1909,Tue,49,White,Male,
SE586853,12/11/2018 12:00:00 AM,1854,Tue,49,White,Female,
SE586851,12/11/2018 12:00:00 AM,1626,Tue,28,Black,Male,
YE721332,12/11/2018 12:00:00 AM,1601,Tue,56,Asian,Female,
SE586841,12/11/2018 12:00:00 AM,1022,Tue,70,White,Female,
SE586842,12/11/2018 12:00:00 AM,1022,Tue,70,White,Female,
SE586843,12/11/2018 12:00:00 AM,1022,Tue,70,White,Female,
SE586846,12/11/2018 12:00:00 AM,1212,Tue,55,White,Male,
E201959,12/11/2018 12:00:00 AM,2022,Tue,39,Black,Male,
E201952,12/11/2018 12:00:00 AM,1516,Tue,20,White,Male,
E201956,12/11/2018 12:00:00 AM,1742,Tue,56,White,Female,
SE586855,12/11/2018 12:00:00 AM,1922,Tue,31,White,Female,
SE586847,12/11/2018 12:00:00 AM,1221,Tue,24,White,Female,
